index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
978,1905,The House of Mirth,"Edith Wharton, Nina Bawden",eng,Intermediate,3.94,60611,fiction,325.91,0,2.99,1154,"Amazon Digital Services,  Inc.",4240
979,2006,Fairy Tail 1,"Hiro Mashima, William Flanagan",eng,Famous,4.4,65477,fiction,434.91,0,3.99,1155,"Amazon Digital Services,  Inc.",4240
980,2014,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",eng,Intermediate,3.92,57716,fiction,434.91,0,3.99,1156,"Amazon Digital Services,  Inc.",4240
982,2010,"Lover Avenged, part one",J.R. Ward,eng,Famous,4.41,82824,fiction,543.91,0,4.99,1160,"Amazon Digital Services,  Inc.",109
983,1999,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,en-US,Excellent,4.16,57259,fiction,107.91,0,0.99,1160,"Amazon Digital Services,  Inc.",109
984,2006,Infidel,Ayaan Hirsi Ali,eng,Excellent,4.2,58432,fiction,107.91,0,0.99,1161,"Amazon Digital Services,  Inc.",109
985,2007,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,eng,Intermediate,3.88,53586,fiction,761.91,0,6.99,1161,"Amazon Digital Services,  Inc.",109
986,2012,The Twelve,Justin Cronin,eng,Intermediate,3.98,56756,fiction,538.92,0,4.99,1164,"Amazon Digital Services,  Inc.",108
988,1995,The Diamond Age,Neal Stephenson,eng,Excellent,4.19,61836,fiction,970.92,582.552,8.99,1167,Macmillan,108
989,1959,A Canticle for Leibowitz,Walter M. Miller Jr.,eng,Intermediate,3.97,66721,fiction,106.92,0,0.99,1167,"Amazon Digital Services,  Inc.",108
992,2011,Wither,Lauren DeStefano,eng,Intermediate,3.81,84776,fiction,412.56,0,3.82,1169,"Amazon Digital Services,  Inc.",108
993,2016,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,eng,Intermediate,3.99,80737,fiction,430.92,0,3.99,1169,"Amazon Digital Services,  Inc.",108
994,2003,Crossroads of Twilight,Robert Jordan,en-US,Intermediate,3.82,61361,fiction,430.92,0,3.99,1170,"Amazon Digital Services,  Inc.",108
996,2014,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,eng,Excellent,4.17,60236,fiction,1150.2,690.12,10.65,1174,Penguin Group (USA) LLC,108
997,1999,Gardens of the Moon,Steven Erikson,eng,Intermediate,3.85,57993,fiction,430.92,0,3.99,1175,"Amazon Digital Services,  Inc.",108
998,2006,A Bruxa de Portobello,Paulo Coelho,eng,Intermediate,3.51,51461,fiction,1327.32,796.392,12.29,1179,HarperCollins Publishers,108
999,1978,A Swiftly Tilting Planet,Madeleine L'Engle,eng,Excellent,4.13,75851,fiction,322.92,0,2.99,1182,"Amazon Digital Services,  Inc.",108
1000,2003,Gregor the Overlander,Suzanne Collins,eng,Intermediate,3.99,66823,fiction,322.92,0,2.99,1183,"Amazon Digital Services,  Inc.",108
1001,2011,Sing You Home,Jodi Picoult,en-US,Intermediate,3.76,62494,fiction,516.24,309.744,4.78,1184,"Amazon Digital Services,  Inc.",108
1002,1992,The Tale of the Body Thief,Anne Rice,en-US,Intermediate,3.7,67267,fiction,214.92,128.952,1.99,1186,HarperCollins Publishers,108
1003,2005,The Camel Club,David Baldacci,eng,Excellent,4.02,58973,nonfiction,139.32,83.592,1.29,1187,"Amazon Digital Services,  Inc.",108
1004,2006,Saving The World and Other Extreme Sports,James Patterson,en-US,Excellent,4.16,75436,fiction,748.44,449.064,6.93,1190,Hachette Book Group,108
1005,1996,Blood of the Fold,Terry Goodkind,en-US,Intermediate,3.98,60624,fiction,106.92,64.152,0.99,1192,"Amazon Digital Services,  Inc.",108
1006,2006,The Boleyn Inheritance,Philippa Gregory,eng,Intermediate,3.84,62135,fiction,646.92,388.152,5.99,1193,Hachette Book Group,108
1007,2015,A Spool of Blue Thread,Anne Tyler,eng,Novice,3.4,42339,fiction,1186.92,712.152,10.99,1194,Penguin Group (USA) LLC,108
1008,2016,The Underground Railroad,Colson Whitehead,eng,Excellent,4.04,72052,fiction,538.92,0,4.99,1195,"Amazon Digital Services,  Inc.",108
1009,2007,Masquerade,Melissa de la Cruz,en-US,Intermediate,3.91,76598,fiction,106.92,64.152,0.99,1196,"Amazon Digital Services,  Inc.",108
1010,2011,The Iron Queen,Julie Kagawa,eng,Excellent,4.24,82373,nonfiction,430.92,0,3.99,1196,"Amazon Digital Services,  Inc.",108
1011,2012,Losing It,Cora Carmack,eng,Intermediate,3.77,84438,fiction,538.92,323.352,4.99,1197,HarperCollins Publishers,108
1012,2012,The Racketeer,John Grisham,Unknown,Intermediate,3.79,48286,fiction,322.92,193.752,2.99,1198,"Amazon Digital Services,  Inc.",108
1013,1999,Disgrace,J.M. Coetzee,eng,Intermediate,3.83,50422,fiction,1078.92,647.352,9.99,1198,Random House LLC,108
1014,1928,The House at Pooh Corner,"A.A. Milne, Ernest H. Shepard",en-US,Excellent,4.36,69102,fiction,214.92,0,1.99,1199,"Amazon Digital Services,  Inc.",108
1015,2010,The Black Prism,Brent Weeks,en-US,Excellent,4.24,58906,fiction,430.92,0,3.99,1199,"Amazon Digital Services,  Inc.",108
1016,2004,The Mermaid Chair,Sue Monk Kidd,eng,Novice,3.1,62760,fiction,322.92,0,2.99,1199,"Amazon Digital Services,  Inc.",108
1017,1970,Frog and Toad Are Friends,Arnold Lobel,eng,Excellent,4.18,70119,nonfiction,322.92,193.752,2.99,1200,HarperCollins Publishers,108
1018,2002,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.97,83981,fiction,105.93,0,0.99,1201,"Amazon Digital Services,  Inc.",107
1019,2010,Heist Society,Ally Carter,en-US,Intermediate,3.91,75834,fiction,854.93,512.958,7.99,1201,Random House LLC,107
1020,2016,Behind Closed Doors,B.A. Paris,eng,Intermediate,3.93,57865,fiction,919.13,551.478,8.59,1201,Penguin Group (USA) LLC,107
1021,1974,The Killer Angels,Michael Shaara,en-US,Excellent,4.3,58372,nonfiction,105.93,63.558,0.99,1203,"Amazon Digital Services,  Inc.",107
1022,1995,"Circus of the Damned (Anita Blake, Vampire Hunter, #3)",Laurell K. Hamilton,en-US,Excellent,4.16,73883,fiction,426.93,256.158,3.99,1206,Penguin Group (USA) LLC,107
1023,2006,Ptolemy's Gate,Jonathan Stroud,eng,Excellent,4.24,63838,fiction,1272.23,763.338,11.89,1207,HarperCollins Publishers,107
1025,2012,Opal,Jennifer L. Armentrout,Unknown,Excellent,4.34,92014,fiction,105.93,0,0.99,1213,"Amazon Digital Services,  Inc.",107
1026,2008,Zeitoun,Dave Eggers,Unknown,Excellent,4.08,55398,fiction,408.74,0,3.82,1214,"Amazon Digital Services,  Inc.",107
1027,2010,Out of My Mind,Sharon M. Draper,en-US,Excellent,4.37,63756,nonfiction,319.93,0,2.99,1215,"Amazon Digital Services,  Inc.",107
1028,2012,Rapture,Lauren Kate,eng,Excellent,4.03,79360,nonfiction,1282.93,769.758,11.99,1216,Random House LLC,107
1029,2010,Switched,Amanda Hocking,eng,Intermediate,3.89,45319,fiction,640.93,384.558,5.99,1217,Macmillan,107
1031,2015,Colleen Hoover,Colleen Hoover,en-GB,Excellent,4.25,72611,nonfiction,1175.93,705.558,10.99,1218,"Amazon Digital Services,  Inc.",107
1032,2012,Pines,Blake Crouch,Unknown,Intermediate,3.88,34789,fiction,105.93,0,0.99,1218,"Amazon Digital Services,  Inc.",107
1033,1994,Disclosure,Michael Crichton,Unknown,Intermediate,3.76,57818,fiction,854.93,512.958,7.99,1219,Random House LLC,107
1034,2012,Death Comes to Pemberley,P.D. James,eng,Novice,3.21,65906,fiction,426.93,256.158,3.99,1220,"Amazon Digital Services,  Inc.",107
1035,1911,Ethan Frome,Edith Wharton,eng,Novice,3.35,72421,nonfiction,405.53,243.318,3.79,1222,HarperCollins Publishers,107
1036,1992,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",en-GB,Intermediate,3.78,61347,fiction,324.21,194.526,3.03,1223,"Amazon Digital Services,  Inc.",107
1037,2016,It Ends with Us,Colleen Hoover,eng,Famous,4.44,80433,fiction,747.93,448.758,6.99,1223,Penguin Group (USA) LLC,107
1038,1905,The Gift of the Magi,"O. Henry, Lisbeth Zwerger",eng,Excellent,4.07,66537,nonfiction,951.23,570.738,8.89,1224,Simon and Schuster Digital Sales Inc,107
1039,1968,The Electric Kool-Aid Acid Test,Tom Wolfe,en-US,Intermediate,3.92,54848,fiction,319.93,0,2.99,1225,"Amazon Digital Services,  Inc.",107
1040,1959,The Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",en-US,Novice,3.46,55473,fiction,529.65,317.79,4.95,1226,"Amazon Digital Services,  Inc.",107
1041,1991,The Sandman: Dream Country,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",eng,Excellent,4.28,67753,fiction,426.93,0,3.99,1230,"Amazon Digital Services,  Inc.",107
1042,2001,A Painted House,John Grisham,eng,Intermediate,3.67,59974,nonfiction,105.93,0,0.99,1232,"Amazon Digital Services,  Inc.",107
1043,1969,The Left Hand of Darkness,"Ursula K. Le Guin, Lech JÄ™czmyk",eng,Excellent,4.05,61888,fiction,822.83,493.698,7.69,1233,Random House LLC,107
1044,2008,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",eng,Intermediate,3.84,57632,fiction,1149.18,689.508,10.74,1235,Penguin Group (USA) LLC,107
1045,2010,"Full Dark, No Stars",Stephen King,en-US,Excellent,4.03,60672,fiction,640.93,384.558,5.99,1236,Random House LLC,107
1046,2014,Being Mortal: Medicine and What Matters in the End,Atul Gawande,eng,Famous,4.4,56510,fiction,319.93,0,2.99,1237,"Amazon Digital Services,  Inc.",107
1047,1987,Intensity,Dean Koontz,eng,Excellent,4.04,58062,fiction,104.94,0,0.99,1238,"Amazon Digital Services,  Inc.",106
1048,2010,Chelsea Chelsea Bang Bang,Chelsea Handler,en-US,Intermediate,3.81,55355,children,477,286.2,4.5,1241,"Amazon Digital Services,  Inc.",106
1050,1959,Hawaii,James A. Michener,en-GB,Excellent,4.18,59963,fiction,212,0,2,1243,"Amazon Digital Services,  Inc.",106
1051,1961,Revolutionary Road,Richard Yates,eng,Intermediate,3.89,56550,fiction,735.64,441.384,6.94,1244,Penguin Group (USA) LLC,106
1052,2006,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",en-US,Intermediate,3.73,60372,fiction,846.94,508.164,7.99,1247,Random House LLC,106
1053,1966,Rosencrantz and Guildenstern are Dead,"Tom Stoppard, Henry Popkin",eng,Excellent,4.06,67077,nonfiction,1334.54,800.724,12.59,1248,Random House LLC,106
1054,2011,Forever,Maggie Stiefvater,eng,Intermediate,3.91,85034,fiction,827.86,496.716,7.81,1249,Penguin Group (USA) LLC,106
1055,1996,The Beach,Alex Garland,eng,Intermediate,3.91,52333,fiction,589.36,353.616,5.56,1251,Hachette Book Group,106
1056,2010,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",eng,Intermediate,3.92,54341,fiction,316.94,0,2.99,1253,"Amazon Digital Services,  Inc.",106
1057,2012,Deadlocked,Charlaine Harris,eng,Intermediate,3.65,65932,nonfiction,1058.94,635.364,9.99,1255,"Amazon Digital Services,  Inc.",106
1058,2002,Everything's Eventual: 14 Dark Tales,Stephen King,eng,Intermediate,3.94,60932,fiction,316.94,190.164,2.99,1255,"Amazon Digital Services,  Inc.",106
1059,1955,Beezus and Ramona,Beverly Cleary,Unknown,Intermediate,3.97,75987,fiction,740.94,444.564,6.99,1257,Random House LLC,106
1060,1972,The Farthest Shore,Ursula K. Le Guin,Unknown,Excellent,4.11,65626,nonfiction,210.94,0,1.99,1258,"Amazon Digital Services,  Inc.",106
1061,1996,Airframe,Michael Crichton,eng,Intermediate,3.66,59229,fiction,104.94,0,0.99,1263,"Amazon Digital Services,  Inc.",106
1062,1982,Magician,Raymond E. Feist,en-US,Excellent,4.17,62432,fiction,815.14,489.084,7.69,1265,Random House LLC,106
1063,2004,Bet Me,Jennifer Crusie,eng,Intermediate,3.95,70737,fiction,846.94,508.164,7.99,1266,Random House LLC,106
1064,1994,Long Walk to Freedom: The Autobiography of Nelson Mandela,Nelson Mandela,eng,Excellent,4.31,43927,fiction,316.94,0,2.99,1266,"Amazon Digital Services,  Inc.",106
1065,2014,Gray Mountain,John Grisham,eng,Intermediate,3.52,37379,nonfiction,104.94,62.964,0.99,1268,"Amazon Digital Services,  Inc.",106
1066,1989,The Power of One,Bryce Courtenay,eng,Excellent,4.34,57312,fiction,846.94,508.164,7.99,1270,Random House LLC,106
1067,1930,The Maltese Falcon,Dashiell Hammett,eng,Intermediate,3.92,58742,fiction,846.94,508.164,7.99,1271,Hachette Book Group,106
1068,2011,Night Road,Kristin Hannah,en-US,Excellent,4.17,58028,fiction,104.94,62.964,0.99,1272,"Amazon Digital Services,  Inc.",106
1069,1999,Tripwire,Lee Child,eng,Excellent,4.07,55251,fiction,316.94,0,2.99,1273,"Amazon Digital Services,  Inc.",106
